id,y_true,pred_M0,pred_M1,pred_M2,pred_M3
31173,0,0,0,0,0
31174,43,43,43,43,43
31175,4,8,4,4,4
31176,3,3,3,3,3
31177,29,5,29,29,29
31178,5,6,5,5,5
31179,22,39,22,22,22
31180,5,0,28,5,5
31181,0,0,0,0,0
31182,4,8,4,4,4
31183,46,1,46,46,46
31184,2,2,2,2,2
31185,24,0,24,24,24
31186,15,39,15,15,15
31187,38,8,38,38,38
31188,7,1,7,7,7
31189,36,3,36,36,36
31190,18,9,18,18,18
31191,29,5,29,29,29
31192,9,8,9,9,9
31193,17,8,17,17,17
31194,43,39,43,43,43
31195,9,4,9,9,9
31196,1,1,1,21,1
31197,24,0,0,0,0
31198,4,4,4,4,4
31199,39,39,39,39,39
31200,7,7,7,7,7
31201,4,39,4,4,4
31202,42,5,42,42,42
31203,4,4,4,4,4
31204,5,6,5,5,5
31205,43,39,43,43,43
31206,15,39,15,15,15
31207,10,2,10,10,10
31208,29,7,29,29,29
31209,39,8,39,39,39
31210,4,9,4,9,4
31211,6,6,6,6,6
31212,32,5,32,32,32
31213,6,6,6,6,6
31214,38,2,38,38,38
31215,31,39,31,31,31
31216,7,9,7,7,7
31217,24,0,0,0,0
31218,5,0,5,5,5
31219,4,4,4,4,4
31220,43,39,43,43,43
31221,6,2,6,6,6
31222,22,39,22,22,22
31223,5,39,5,5,5
31224,32,8,32,32,32
31225,21,6,21,21,21
31226,6,6,6,6,6
31227,1,6,1,1,1
31228,44,2,44,44,4
31229,28,0,28,28,28
31230,6,6,6,6,6
31231,7,8,7,7,7
31232,26,2,26,26,26
31233,33,5,33,33,33
31234,1,1,1,1,1
31235,43,39,43,43,43
31236,39,39,39,39,39
31237,8,8,8,8,8
31238,5,7,5,5,5
31239,30,2,30,32,30
31240,9,4,9,9,9
31241,2,6,2,2,2
31242,8,8,8,8,8
31243,1,4,1,1,1
31244,5,0,5,5,5
31245,2,2,2,2,2
31246,7,7,7,7,7
31247,21,1,1,1,1
31248,14,8,14,14,14
31249,7,7,7,7,7
31250,22,8,22,23,22
31251,22,39,22,22,22
31252,5,5,5,5,5
31253,9,2,9,9,9
31254,38,3,38,38,38
31255,2,2,2,2,2
31256,0,0,0,0,0
31257,27,3,27,27,27
31258,2,2,2,2,2
31259,34,8,34,34,34
31260,39,39,39,39,39
31261,9,9,9,9,9
31262,2,2,2,2,2
31263,10,2,10,10,10
31264,35,2,35,35,2
31265,39,1,14,14,14
31266,5,3,28,5,5
31267,46,8,46,46,46
31268,18,1,18,18,18
31269,24,0,0,0,0
31270,6,6,6,6,6
31271,3,3,3,3,3
31272,29,8,29,29,29
31273,5,39,5,5,5
31274,0,0,0,0,0
31275,5,46,5,5,5
31276,4,1,4,4,4
31277,4,8,4,4,4
31278,46,6,46,46,46
31279,6,24,6,6,6
31280,6,6,6,6,6
31281,2,2,2,2,2
31282,6,6,6,6,6
31283,6,6,6,6,6
31284,3,3,3,3,3
31285,2,2,2,2,2
31286,6,6,6,6,6
31287,31,0,31,31,31
31288,46,8,46,46,46
31289,23,39,23,23,23
31290,30,24,30,30,30
31291,2,5,2,2,2
31292,0,0,0,0,0
31293,3,3,3,3,3
31294,19,0,19,19,19
31295,21,1,1,1,1
31296,8,1,8,8,8
31297,19,24,19,19,19
31298,6,6,6,6,6
31299,45,39,45,45,45
31300,4,0,4,4,4
31301,43,0,43,22,43
31302,9,8,9,9,9
31303,4,8,4,4,4
31304,4,4,4,4,4
31305,4,8,4,4,4
31306,18,1,18,18,18
31307,21,6,21,21,21
31308,39,4,39,39,39
31309,1,1,1,1,1
31310,46,6,46,46,46
31311,7,7,7,7,7
31312,36,4,36,36,36
31313,1,8,1,1,1
31314,8,4,8,8,8
31315,24,0,24,24,0
31316,30,3,31,30,30
31317,46,1,46,46,46
31318,8,8,8,8,8
31319,36,0,36,36,36
31320,8,1,8,8,8
31321,24,0,0,0,0
31322,24,24,24,24,24
31323,39,39,39,39,39
31324,36,39,36,36,36
31325,18,1,18,18,18
31326,3,3,3,3,3
31327,4,4,4,4,4
31328,22,39,22,22,22
31329,6,6,6,6,6
31330,7,7,7,7,7
31331,30,39,30,30,30
31332,7,7,7,7,7
31333,39,39,39,39,39
31334,7,7,7,7,7
31335,2,2,2,2,2
31336,36,8,36,36,36
31337,8,8,8,8,8
31338,1,1,1,1,1
31339,3,6,3,3,3
31340,2,8,2,2,2
31341,46,6,46,46,46
31342,12,0,12,12,12
31343,39,39,39,39,39
31344,18,1,1,1,1
31345,4,4,4,4,4
31346,39,39,39,39,39
31347,22,39,22,22,22
31348,1,1,1,1,1
31349,40,8,15,15,15
31350,42,2,42,42,42
31351,30,39,30,30,30
31352,7,7,7,7,7
31353,46,1,46,46,46
31354,5,24,2,2,28
31355,7,7,7,7,7
31356,3,4,3,3,3
31357,1,1,1,21,1
31358,24,24,24,24,24
31359,15,8,15,15,15
31360,30,0,30,30,30
31361,40,8,15,15,15
31362,7,0,7,7,7
31363,30,24,30,30,30
31364,44,9,44,44,44
31365,18,1,18,18,18
31366,9,9,9,9,9
31367,18,1,1,18,1
31368,2,2,2,2,2
31369,0,0,0,0,0
31370,18,1,18,18,18
31371,23,8,23,43,23
31372,9,4,9,7,9
31373,20,39,20,20,20
31374,44,6,8,44,8
31375,1,1,1,1,1
31376,38,3,38,38,38
31377,12,39,39,39,39
31378,1,1,1,1,1
31379,7,0,7,7,7
31380,6,2,6,6,6
31381,24,0,0,0,0
31382,13,0,13,13,13
31383,8,8,8,8,8
31384,41,8,9,9,9
31385,2,2,2,2,2
31386,3,3,3,3,3
31387,15,3,15,15,15
31388,39,39,39,39,39
31389,1,1,1,1,1
31390,43,39,43,43,43
31391,7,0,7,7,7
31392,7,3,7,7,7
31393,42,2,42,42,42
31394,5,2,28,28,28
31395,5,5,5,5,5
31396,38,2,38,38,38
31397,44,1,9,9,9
31398,36,0,36,2,36
31399,6,6,6,6,6
31400,3,3,3,3,3
31401,0,0,24,24,0
31402,3,6,3,11,3
31403,8,8,8,8,8
31404,2,7,2,2,2
31405,38,2,38,38,38
31406,30,8,30,30,30
31407,0,0,24,24,24
31408,0,2,24,24,36
31409,5,39,5,5,5
31410,3,3,3,3,3
31411,0,0,0,0,0
31412,3,3,3,3,3
31413,5,6,5,5,5
31414,28,6,28,28,28
31415,8,9,8,8,8
31416,9,4,9,4,9
31417,2,4,2,2,2
31418,39,39,39,39,39
31419,9,24,9,3,41
31420,30,39,30,30,30
31421,24,0,24,24,24
31422,30,39,30,30,30
31423,39,39,39,39,39
31424,1,1,1,1,1
31425,21,1,1,1,1
31426,8,8,8,8,8
31427,35,8,35,35,35
31428,21,2,21,21,21
31429,2,39,2,2,2
31430,46,8,46,46,46
31431,2,2,2,2,2
31432,9,9,9,9,9
31433,2,2,2,2,2
31434,46,8,46,46,46
31435,39,39,39,39,39
31436,18,1,18,18,18
31437,6,6,6,6,6
31438,38,8,38,38,38
31439,9,8,9,9,9
31440,29,7,29,29,29
31441,34,8,34,34,34
31442,39,39,39,39,39
31443,21,1,1,1,1
31444,1,6,1,1,1
31445,10,39,10,10,36
31446,39,39,39,39,39
31447,9,9,9,9,9
31448,19,8,5,19,5
31449,39,39,39,39,39
31450,22,24,22,22,22
31451,8,8,8,8,8
31452,24,0,0,0,0
31453,42,5,42,42,42
31454,2,2,2,2,2
31455,3,3,3,3,3
31456,30,0,30,30,30
31457,8,8,8,8,8
31458,1,1,1,1,1
31459,32,43,32,32,32
31460,4,4,4,4,4
31461,7,7,7,7,7
31462,1,1,1,1,1
31463,1,1,1,1,1
31464,24,24,24,24,24
31465,2,2,2,2,2
31466,5,5,28,5,28
31467,24,0,24,24,0
31468,2,24,2,2,2
31469,34,4,34,34,34
31470,3,2,3,3,3
31471,6,6,6,6,6
31472,39,39,39,39,39
31473,1,1,1,1,1
31474,24,0,0,0,0
31475,1,8,1,1,1
31476,8,8,8,8,8
31477,39,24,39,39,39
31478,18,1,1,1,1
31479,9,9,9,9,9
31480,5,5,5,5,5
31481,0,24,24,24,24
31482,7,7,7,7,7
31483,1,1,1,1,1
31484,34,4,34,34,34
31485,5,8,5,5,5
31486,0,0,0,0,0
31487,7,3,7,7,7
31488,38,2,38,38,38
31489,1,1,18,1,18
31490,5,6,5,5,5
31491,5,0,5,5,5
31492,2,2,2,2,2
31493,1,6,1,1,1
31494,22,8,22,22,22
31495,15,8,15,15,15
31496,12,0,6,12,12
31497,24,24,24,24,24
31498,2,6,2,2,2
31499,29,43,29,29,29
31500,4,8,4,4,4
31501,28,6,28,28,28
31502,31,4,31,31,31
31503,25,8,25,25,25
31504,46,1,46,46,29
31505,36,24,36,36,36
31506,9,9,9,9,9
31507,24,2,0,0,0
31508,4,4,4,4,4
31509,8,8,8,8,8
31510,30,0,30,30,30
31511,0,0,0,0,0
31512,21,1,1,21,1
31513,2,2,2,2,2
31514,36,24,36,24,36
31515,5,5,28,28,5
31516,7,7,7,7,7
31517,46,4,46,46,46
31518,9,3,9,9,9
31519,11,3,11,11,11
31520,0,0,0,0,0
31521,5,1,5,5,5
31522,3,6,3,3,3
31523,22,39,22,22,22
31524,6,6,6,6,6
31525,7,7,7,7,7
31526,8,8,8,8,8
31527,26,3,26,26,26
31528,46,39,5,45,45
31529,21,1,18,18,18
31530,21,6,21,21,21
31531,8,6,15,8,15
31532,7,7,7,7,7
31533,1,1,1,1,1
31534,1,1,1,21,1
31535,4,4,4,4,4
31536,31,4,31,31,31
31537,2,2,2,2,2
31538,0,0,0,0,0
31539,25,39,25,25,25
31540,24,6,0,0,0
31541,9,9,9,9,9
31542,1,1,1,1,1
31543,0,0,0,0,0
31544,1,1,1,1,1
31545,9,9,9,9,9
31546,7,7,7,7,7
31547,7,7,7,7,7
31548,4,4,4,4,4
31549,23,39,23,23,23
31550,28,0,28,28,28
31551,6,6,6,6,6
31552,8,8,8,8,8
31553,1,1,1,1,1
31554,9,1,9,9,9
31555,27,39,27,27,27
31556,39,4,39,39,39
31557,24,2,24,24,24
31558,8,8,8,8,8
31559,22,39,22,22,22
31560,3,3,3,3,3
31561,2,2,2,2,2
31562,25,1,25,25,25
31563,29,7,29,29,29
31564,0,0,0,0,0
31565,45,39,45,45,45
31566,30,2,30,30,30
31567,26,2,26,26,26
31568,39,39,39,39,39
31569,0,0,0,24,0
31570,15,8,15,15,15
31571,9,9,9,9,9
31572,38,6,38,38,38
31573,0,6,0,0,0
31574,4,8,4,4,4
31575,8,8,8,8,8
31576,5,0,5,5,5
31577,4,4,4,4,4
31578,20,3,46,46,46
31579,8,8,8,8,8
31580,0,0,0,0,0
31581,21,1,18,18,18
31582,5,5,5,5,5
31583,5,39,5,5,5
31584,33,8,33,33,33
31585,6,24,6,6,6
31586,33,1,33,33,33
31587,45,8,45,45,45
31588,1,4,1,1,1
31589,21,1,1,1,1
31590,8,8,8,8,8
31591,3,3,3,3,3
31592,24,0,0,0,0
31593,28,3,28,28,28
31594,28,0,28,28,28
31595,28,6,28,28,28
31596,30,4,30,30,30
31597,28,5,28,28,28
31598,9,1,9,9,25
31599,5,0,5,5,5
31600,6,6,6,6,6
31601,31,0,30,30,30
31602,22,39,22,22,22
31603,35,8,35,35,35
31604,9,8,9,9,9
31605,2,0,2,2,2
31606,10,8,10,10,10
31607,33,8,33,33,33
31608,8,3,8,8,8
31609,6,24,6,6,6
31610,28,3,28,28,28
31611,37,39,37,37,37
31612,15,8,15,15,15
31613,34,4,34,34,4
31614,2,2,2,2,2
31615,9,43,9,9,9
31616,39,4,39,39,39
31617,45,39,45,45,45
31618,0,0,24,24,24
31619,38,2,38,38,38
31620,2,2,2,2,2
31621,12,24,12,12,12
31622,38,8,30,20,30
31623,2,2,2,2,2
31624,7,29,7,7,7
31625,20,8,20,20,20
31626,34,8,45,45,34
31627,39,39,39,39,39
31628,11,3,11,11,11
31629,6,6,6,6,6
31630,2,2,2,2,2
31631,7,7,7,7,7
31632,26,2,26,27,26
31633,28,3,5,5,28
31634,4,8,4,4,4
31635,23,39,23,23,23
31636,42,5,42,42,42
31637,0,0,0,0,0
31638,25,2,25,25,25
31639,39,0,39,39,39
31640,2,0,2,2,2
31641,0,0,0,0,0
31642,25,4,39,39,39
31643,32,39,32,32,32
31644,5,2,28,28,28
31645,24,24,24,24,24
31646,28,6,28,28,28
31647,3,6,3,3,3
31648,6,6,6,6,6
31649,5,6,5,5,5
31650,2,2,2,2,2
31651,3,0,3,3,3
31652,45,39,45,45,45
31653,12,6,12,12,12
31654,6,6,6,6,6
31655,1,1,1,1,1
31656,43,39,43,43,43
31657,2,2,2,2,2
31658,9,4,9,9,9
31659,29,7,46,29,29
31660,38,2,38,38,38
31661,32,2,32,32,32
31662,29,7,29,29,29
31663,33,39,33,33,33
31664,39,39,39,39,39
31665,12,39,12,12,12
31666,46,4,46,46,46
31667,6,6,6,6,6
31668,4,4,4,4,4
31669,45,39,45,45,45
31670,16,24,16,16,16
31671,28,0,28,28,28
31672,28,6,28,5,28
31673,7,7,7,7,7
31674,32,2,32,32,32
31675,36,39,36,36,36
31676,9,39,9,9,9
31677,7,7,7,7,7
31678,3,3,3,3,3
31679,43,39,43,43,43
31680,12,24,12,12,12
31681,1,1,1,1,1
31682,32,2,32,32,32
31683,24,0,0,0,0
31684,2,2,2,2,2
31685,8,8,8,8,8
31686,5,0,28,28,28
31687,1,1,1,1,1
31688,5,12,5,5,5
31689,1,1,21,21,1
31690,6,24,6,6,6
31691,2,2,2,2,2
31692,0,24,24,24,36
31693,11,8,8,8,11
31694,6,24,6,6,6
31695,21,1,1,1,1
31696,6,2,6,6,6
31697,15,8,15,15,15
31698,18,1,1,1,1
31699,0,0,0,24,24
31700,7,3,7,7,7
31701,0,2,0,0,0
31702,7,7,7,7,7
31703,3,3,3,3,3
31704,0,0,0,0,0
31705,42,6,42,42,42
31706,0,0,0,0,0
31707,45,8,45,45,45
31708,46,39,46,46,46
31709,46,4,46,46,46
31710,9,4,9,9,9
31711,26,2,26,26,26
31712,35,8,2,2,2
31713,45,39,45,45,45
31714,36,39,36,36,36
31715,32,39,32,32,32
31716,28,24,28,28,28
31717,3,3,3,3,3
31718,12,39,12,12,12
31719,16,6,16,16,16
31720,7,3,7,7,7
31721,1,1,1,1,1
31722,2,2,2,2,7
31723,39,39,39,39,39
31724,0,0,0,0,0
31725,8,8,8,8,8
31726,7,8,7,7,7
31727,7,7,7,7,7
31728,3,3,3,3,3
31729,22,4,22,22,22
31730,0,0,0,0,0
31731,21,1,1,1,1
31732,1,1,1,1,1
31733,6,6,6,6,6
31734,28,0,5,5,5
31735,45,39,45,45,45
31736,39,24,39,39,39
31737,43,39,43,43,43
31738,27,6,27,27,27
31739,1,8,1,1,1
31740,36,39,36,36,36
31741,0,24,0,24,0
31742,8,8,8,8,8
31743,43,39,43,43,43
31744,1,1,1,1,1
31745,8,8,8,8,8
31746,40,1,15,15,15
31747,8,8,8,8,8
31748,24,6,24,24,24
31749,7,7,7,7,7
31750,42,8,42,42,42
31751,7,7,7,7,7
31752,14,6,14,14,14
31753,1,1,1,1,1
31754,24,24,24,24,24
31755,6,6,6,6,6
31756,6,6,6,6,6
31757,21,1,18,18,18
31758,1,4,1,1,1
31759,18,1,18,18,18
31760,39,2,39,39,39
31761,7,43,7,7,7
31762,45,6,45,45,45
31763,45,39,45,45,45
31764,30,0,30,30,30
31765,5,1,5,5,5
31766,24,24,0,24,0
31767,39,39,39,39,39
31768,15,8,15,15,15
31769,25,8,25,25,25
31770,7,7,7,7,7
31771,2,7,2,2,2
31772,13,3,13,13,13
31773,2,2,2,2,2
31774,0,0,0,0,0
31775,22,43,32,22,22
31776,3,6,3,3,3
31777,36,39,36,36,36
31778,5,5,5,5,5
31779,29,39,29,29,29
31780,6,6,6,6,6
31781,26,0,26,26,26
31782,21,6,21,21,21
31783,43,0,43,43,43
31784,24,6,0,0,0
31785,31,4,31,31,31
31786,39,39,39,39,39
31787,14,39,14,14,14
31788,1,1,1,1,1
31789,28,6,28,28,28
31790,39,39,39,39,39
31791,9,9,9,9,9
31792,18,1,18,18,18
31793,43,0,43,13,43
31794,9,1,9,9,9
31795,46,6,46,46,46
31796,45,39,45,45,45
31797,0,0,0,0,0
31798,3,3,3,3,3
31799,27,8,27,27,27
31800,31,4,31,31,31
31801,7,8,7,7,7
31802,8,8,8,8,8
31803,28,6,28,28,28
31804,6,6,6,6,6
31805,1,1,18,18,1
31806,6,6,6,6,6
31807,0,24,24,24,24
31808,20,39,20,20,20
31809,27,39,27,27,27
31810,3,3,3,3,3
31811,45,39,45,45,45
31812,38,2,38,38,38
31813,33,8,33,33,33
31814,4,4,4,4,4
31815,2,38,2,2,2
31816,28,7,5,5,5
31817,7,7,7,7,7
31818,14,3,14,5,14
31819,28,8,28,28,28
31820,28,6,28,28,28
31821,5,4,5,5,5
31822,3,3,3,3,3
31823,43,0,43,43,43
31824,4,6,4,4,4
31825,5,3,5,5,5
31826,24,0,0,0,0
31827,8,8,8,8,8
31828,4,8,4,4,4
31829,4,4,4,4,4
31830,8,8,8,8,8
31831,3,3,3,3,3
31832,3,7,3,3,3
31833,9,9,9,9,9
31834,24,24,24,24,24
31835,30,0,36,4,6
31836,22,39,22,22,22
31837,9,4,9,9,9
31838,5,0,5,5,5
31839,43,39,43,43,43
31840,0,6,0,0,0
31841,1,1,1,1,1
31842,8,8,8,8,8
31843,5,6,5,5,5
31844,22,39,22,22,22
31845,7,3,7,7,7
31846,13,3,13,13,13
31847,1,1,1,1,1
31848,21,6,21,6,21
31849,40,1,15,40,15
31850,28,5,28,28,28
31851,1,1,1,1,1
31852,3,0,3,3,3
31853,20,39,20,20,20
31854,39,39,39,39,39
31855,32,2,32,32,32
31856,21,6,1,1,1
31857,2,3,2,2,2
31858,29,1,29,29,29
31859,8,8,8,8,8
31860,7,7,7,7,7
31861,46,1,46,46,46
31862,6,6,6,6,6
31863,29,7,46,46,29
31864,1,1,1,1,1
31865,1,1,1,1,1
31866,7,7,7,7,7
31867,39,39,39,39,39
31868,4,4,4,31,4
31869,46,43,29,46,46
31870,4,4,4,4,4
31871,0,0,0,0,0
31872,39,39,39,39,39
31873,43,0,43,43,43
31874,4,4,4,4,4
31875,15,0,15,15,15
31876,4,4,4,4,4
31877,7,0,7,7,7
31878,22,4,22,22,22
31879,45,6,45,45,45
31880,7,7,7,7,7
31881,9,4,9,9,9
31882,5,6,5,5,5
31883,28,5,28,28,28
31884,21,1,1,1,1
31885,36,4,36,36,36
31886,36,39,36,36,36
31887,39,39,39,39,39
31888,1,1,1,1,1
31889,17,3,17,17,17
31890,33,2,33,33,33
31891,2,2,2,2,2
31892,30,0,30,30,30
31893,45,39,45,45,45
31894,42,2,42,42,42
31895,18,1,1,1,1
31896,43,39,43,43,43
31897,22,43,22,22,22
31898,3,3,3,3,3
31899,2,8,2,2,2
31900,39,39,39,39,39
31901,28,5,28,28,28
31902,39,39,39,39,39
31903,15,6,15,15,15
31904,0,0,0,0,0
31905,21,1,21,21,1
31906,3,3,3,3,3
31907,34,8,34,34,34
31908,9,1,9,9,9
31909,1,1,1,1,1
31910,6,6,6,6,6
31911,25,2,25,25,25
31912,28,39,28,28,28
31913,4,39,4,4,4
31914,28,0,28,28,28
31915,29,7,29,29,29
31916,21,4,1,1,1
31917,28,2,28,28,28
31918,6,2,6,6,6
31919,4,8,4,4,4
31920,0,24,24,24,24
31921,5,6,5,5,5
31922,0,0,0,0,0
31923,4,9,4,4,4
31924,46,1,46,46,46
31925,21,1,21,21,1
31926,43,2,43,43,43
31927,18,5,18,18,18
31928,2,2,2,2,2
31929,28,3,5,28,28
31930,3,3,3,3,3
31931,9,8,9,9,9
31932,28,3,28,28,28
31933,3,6,5,5,3
31934,1,8,1,1,1
31935,25,39,25,25,25
31936,6,6,6,6,6
31937,12,3,12,12,12
31938,19,0,19,19,19
31939,8,8,8,8,8
31940,3,6,3,3,3
31941,37,3,37,37,37
31942,6,6,6,6,6
31943,7,7,7,7,7
31944,34,4,34,34,34
31945,18,1,18,18,1
31946,5,1,5,5,5
31947,13,3,13,13,13
31948,29,7,29,29,29
31949,28,2,28,28,28
31950,21,4,1,1,1
31951,3,3,3,3,3
31952,23,39,23,23,23
31953,24,8,24,24,24
31954,31,8,31,31,31
31955,4,4,4,4,4
31956,18,1,1,18,1
31957,5,5,5,5,5
31958,9,8,9,9,9
31959,43,8,43,43,43
31960,7,3,7,7,7
31961,7,43,7,29,7
31962,3,8,3,3,3
31963,1,1,1,1,1
31964,5,12,5,5,5
31965,11,24,11,11,11
31966,2,2,2,36,2
31967,31,6,19,19,19
31968,9,9,9,9,9
31969,9,9,9,9,9
31970,24,0,0,0,0
31971,5,8,5,5,5
31972,5,8,5,5,5
31973,5,2,5,5,5
31974,19,5,19,19,19
31975,2,2,2,2,2
31976,0,0,0,0,0
31977,8,8,8,8,8
31978,28,0,28,28,28
31979,6,0,6,6,6
31980,39,0,39,39,39
31981,25,8,25,25,25
31982,2,24,2,2,2
31983,23,0,23,23,23
31984,1,8,1,1,1
31985,1,1,1,1,1
31986,4,4,4,4,4
31987,9,4,9,9,9
31988,3,6,3,3,3
31989,0,0,0,0,0
31990,22,24,22,22,22
31991,7,9,7,7,7
31992,45,39,45,45,45
31993,15,1,15,15,15
31994,26,2,26,26,26
31995,11,0,11,11,11
31996,9,4,9,9,9
31997,2,3,2,35,2
31998,12,24,12,12,12
31999,17,8,17,17,17
32000,39,4,39,39,39
32001,33,8,33,33,33
32002,7,9,7,7,7
32003,16,2,16,16,16
32004,1,1,1,1,1
32005,45,8,45,45,45
32006,29,6,29,29,29
32007,2,2,2,2,2
32008,21,3,21,21,21
32009,39,39,39,39,39
32010,4,39,4,4,4
32011,4,4,4,4,4
32012,2,2,2,2,2
32013,9,4,9,9,9
32014,2,2,2,2,2
32015,4,39,4,4,4
32016,1,1,1,1,1
32017,25,39,25,25,25
32018,8,2,8,8,8
32019,5,39,5,14,28
32020,26,0,26,26,26
32021,1,1,1,1,1
32022,34,4,31,31,31
32023,45,39,45,45,45
32024,34,8,4,34,34
32025,1,1,1,1,1
32026,21,1,1,1,1
32027,36,3,36,36,36
32028,30,41,30,30,30
32029,29,7,29,29,29
32030,9,8,9,9,9
32031,21,6,21,21,21
32032,30,4,30,30,30
32033,2,2,2,2,2
32034,4,1,4,4,4
32035,44,39,26,36,26
32036,0,0,24,24,24
32037,0,0,0,0,0
32038,12,0,12,12,12
32039,45,8,45,45,45
32040,26,3,26,26,11
32041,43,39,43,43,43
32042,36,39,36,36,36
32043,7,0,7,7,7
32044,1,1,1,1,1
32045,8,8,8,8,8
32046,1,1,1,1,1
32047,43,39,43,43,43
32048,3,3,3,3,3
32049,44,9,9,9,9
32050,21,5,21,21,21
32051,24,0,0,0,0
32052,0,0,0,0,0
32053,7,8,7,7,7
32054,28,5,28,28,28
32055,29,39,7,29,29
32056,45,39,45,45,45
32057,2,2,2,2,2
32058,46,1,46,46,46
32059,1,8,1,1,1
32060,24,0,0,24,0
32061,9,4,9,9,9
32062,9,9,9,9,9
32063,43,0,43,43,43
32064,9,9,9,9,9
32065,22,39,22,22,22
32066,0,0,0,0,0
32067,45,39,45,45,45
32068,5,6,5,5,5
32069,28,24,28,28,28
32070,30,24,30,30,30
32071,25,39,25,25,25
32072,2,2,2,2,2
32073,6,24,6,6,6
32074,2,2,2,2,2
32075,10,2,10,10,10
32076,7,7,7,7,7
32077,30,0,30,31,31
32078,8,6,8,44,8
32079,6,3,6,6,6
32080,33,39,33,20,33
32081,2,39,35,35,35
32082,8,8,8,8,8
32083,12,0,12,12,12
32084,36,39,36,36,36
32085,9,8,9,9,9
32086,9,43,9,9,9
32087,39,39,39,39,39
32088,6,39,6,6,6
32089,46,8,46,46,46
32090,24,0,0,0,0
32091,36,24,36,36,36
32092,12,39,12,12,12
32093,37,6,37,37,37
32094,34,8,34,34,34
32095,45,39,45,45,45
32096,7,8,7,7,7
32097,45,39,45,45,45
32098,42,8,42,42,42
32099,4,39,4,4,4
32100,29,5,29,29,29
32101,0,0,0,0,0
32102,26,39,26,8,26
32103,4,4,4,4,4
32104,12,24,12,12,12
32105,18,1,18,18,18
32106,6,6,6,6,6
32107,13,0,13,0,0
32108,39,39,39,39,39
32109,2,2,2,2,2
32110,33,1,33,33,33
32111,4,4,4,4,4
32112,17,8,42,42,17
32113,43,39,43,43,43
32114,8,8,8,8,8
32115,7,7,7,7,7
32116,2,2,2,2,2
32117,5,5,28,5,5
32118,39,8,39,39,39
32119,9,4,9,9,9
32120,9,7,9,9,9
32121,38,6,28,38,38
32122,21,6,21,21,21
32123,39,39,39,39,39
32124,39,39,39,39,39
32125,2,2,2,2,2
32126,39,39,39,39,39
32127,24,0,24,0,0
32128,28,3,28,28,28
32129,22,39,22,22,22
32130,27,39,27,27,27
32131,18,1,1,1,1
32132,43,3,43,43,43
32133,14,8,14,14,14
32134,24,6,0,24,13
32135,18,1,1,1,1
32136,28,6,28,28,28
32137,2,2,2,2,2
32138,5,1,5,5,5
32139,25,8,25,25,25
32140,1,1,1,1,1
32141,8,8,8,8,8
32142,4,39,4,4,4
32143,12,2,12,12,12
32144,39,4,39,39,39
32145,24,0,24,24,0
32146,4,8,4,4,4
32147,0,0,0,0,0
32148,40,6,15,40,15
32149,20,39,20,20,20
32150,25,8,25,25,25
32151,1,8,21,21,21
32152,39,39,46,39,46
32153,18,1,18,18,18
32154,0,4,0,0,4
32155,21,1,1,1,1
32156,0,0,0,0,0
32157,12,2,12,12,12
32158,15,0,15,15,15
32159,39,39,39,39,39
32160,1,9,1,1,1
32161,45,8,45,45,45
32162,36,39,36,36,36
32163,30,0,30,30,30
32164,5,5,5,5,5
32165,38,4,38,38,38
32166,27,39,27,27,27
32167,2,2,2,2,2
32168,9,43,9,9,9
32169,30,0,30,30,30
32170,8,9,8,8,8
32171,9,9,9,9,9
32172,30,0,30,30,30
32173,2,2,2,2,2
32174,8,8,8,8,8
32175,1,1,1,1,1
32176,15,8,15,15,15
32177,27,2,27,27,27
32178,2,2,2,2,2
32179,24,24,24,24,24
32180,4,4,4,4,4
32181,28,6,28,28,28
32182,1,1,1,18,1
32183,24,0,24,24,0
32184,3,3,3,3,3
32185,28,6,28,28,28
32186,5,39,5,5,5
32187,42,2,42,42,42
32188,2,3,2,2,2
32189,36,39,36,36,36
32190,5,1,5,5,5
32191,38,2,38,38,38
32192,24,0,24,24,0
32193,25,4,25,25,25
32194,29,7,29,29,29
32195,15,39,15,15,15
32196,31,0,30,30,30
32197,46,1,46,46,46
32198,4,8,4,4,4
32199,20,39,20,20,43
32200,22,39,22,22,22
32201,10,3,10,10,10
32202,4,4,4,4,4
32203,1,1,1,1,1
32204,8,5,8,8,8
32205,32,2,32,32,32
32206,3,3,3,3,3
32207,1,1,1,1,1
32208,6,6,6,6,6
32209,41,4,9,9,9
32210,2,6,2,2,2
32211,8,4,8,44,8
32212,39,39,39,39,39
32213,20,39,20,20,20
32214,21,1,1,1,1
32215,29,6,29,29,29
32216,45,39,45,45,45
32217,25,9,25,25,25
32218,3,3,3,3,3
32219,24,0,0,0,0
32220,8,8,8,8,8
32221,25,4,25,25,25
32222,5,6,5,5,5
32223,30,3,30,30,30
32224,6,3,6,6,6
32225,9,39,4,4,9
32226,7,3,7,7,7
32227,24,24,24,24,24
32228,2,2,2,2,2
32229,15,6,15,15,15
32230,24,24,24,24,24
32231,39,39,39,39,39
32232,9,4,9,9,9
32233,3,3,3,3,3
32234,5,0,5,5,5
32235,3,3,3,3,3
32236,1,1,1,1,1
32237,26,8,9,9,9
32238,7,0,7,7,7
32239,12,6,6,6,6
32240,2,8,2,2,2
32241,43,0,43,43,43
32242,28,3,28,28,28
32243,6,24,6,6,6
32244,9,9,9,9,9
32245,43,0,43,43,43
32246,2,2,2,2,2
